repo,pr_number,author,diff_hunk,review_comment,label
scrapy/scrapy,7134,Cycloctane,"@@ -46,62 +13,64 @@ def _brotli_decompress(decompressor, data):
 
 
 class _DecompressionMaxSizeExceeded(ValueError):
-    pass
+    def __init__(self, decompressed_size: int, max_size: int) -> None:
+        self.decompressed_size = decompressed_size
+        self.max_size = max_size
+
+    def __str__(self) -> str:
+        return (
+            f""The number of bytes decompressed so far ""
+            f""({self.decompressed_size} B) exceeded the specified maximum ""
+            f""({self.max_size} B).""
+        )
+
+
+def _check_max_size(decompressed_size: int, max_size: int) -> None:
+    if max_size and decompressed_size > max_size:
+        raise _DecompressionMaxSizeExceeded(decompressed_size, max_size)
 
 
 def _inflate(data: bytes, *, max_size: int = 0) -> bytes:
     decompressor = zlib.decompressobj()
-    raw_decompressor = zlib.decompressobj(wbits=-15)
-    input_stream = BytesIO(data)
+    try:
+        first_chunk = decompressor.decompress(data, max_length=_CHUNK_SIZE)
+    except zlib.error:
+        # to work with raw deflate content that may be sent by microsoft servers.
+        decompressor = zlib.decompressobj(wbits=-15)
+        first_chunk = decompressor.decompress(data, max_length=_CHUNK_SIZE)
+    decompressed_size = len(first_chunk)
+    _check_max_size(decompressed_size, max_size)
     output_stream = BytesIO()
-    output_chunk = b"".""
-    decompressed_size = 0
-    while output_chunk:
-        input_chunk = input_stream.read(_CHUNK_SIZE)
-        try:
-            output_chunk = decompressor.decompress(input_chunk)
-        except zlib.error:
-            if decompressor != raw_decompressor:
-                # ugly hack to work with raw deflate content that may
-                # be sent by microsoft servers. For more information, see:
-                # http://carsten.codimi.de/gzip.yaws/
-                # http://www.port80software.com/200ok/archive/2005/10/31/868.aspx
-                # http://www.gzip.org/zlib/zlib_faq.html#faq38
-                decompressor = raw_decompressor
-                output_chunk = decompressor.decompress(input_chunk)
-            else:
-                raise
+    output_stream.write(first_chunk)
+    while decompressor.unconsumed_tail:
+        output_chunk = decompressor.decompress(
+            decompressor.unconsumed_tail, max_length=_CHUNK_SIZE
+        )
         decompressed_size += len(output_chunk)
-        if max_size and decompressed_size > max_size:
-            raise _DecompressionMaxSizeExceeded(
-                f""The number of bytes decompressed so far ""
-                f""({decompressed_size} B) exceed the specified maximum ""
-                f""({max_size} B).""
-            )
+        _check_max_size(decompressed_size, max_size)
         output_stream.write(output_chunk)
-    output_stream.seek(0)
-    return output_stream.read()
+    if tail := decompressor.flush():
+        decompressed_size += len(tail)
+        _check_max_size(decompressed_size, max_size)
+        output_stream.write(tail)
+    return output_stream.getvalue()
 
 
 def _unbrotli(data: bytes, *, max_size: int = 0) -> bytes:
     decompressor = brotli.Decompressor()
-    input_stream = BytesIO(data)
+    first_chunk = decompressor.process(data, output_buffer_limit=_CHUNK_SIZE)
+    decompressed_size = len(first_chunk)
+    _check_max_size(decompressed_size, max_size)
     output_stream = BytesIO()
-    output_chunk = b"".""
-    decompressed_size = 0
-    while output_chunk:
-        input_chunk = input_stream.read(_CHUNK_SIZE)
-        output_chunk = _brotli_decompress(decompressor, input_chunk)
+    output_stream.write(first_chunk)
+    while not decompressor.is_finished():
+        output_chunk = decompressor.process(b"""", output_buffer_limit=_CHUNK_SIZE)
+        if not output_chunk:
+            raise ValueError(""Truncated brotli compressed data"")",Apprently coverage shows this condition is not triggered in our tests.,
scrapy/scrapy,7283,jhamze7,,"I've looked at the failing tests, and it looks like `127.0.0.2` is not configured on the GitHub macOS runner, and that's what's causing the `ConnectBindError: Can't assign requested address` error. Locally, the tests are passing because `127.0.0.2` is already aliased on my machine, and when I disable it, I can reproduce the same failure. On Linux and Windows, the full 127.0.0.0/8 range is treated as loopback and is bindable by default. On macOS, only explicitly configured loopback addresses are bindable, so something like 127.0.0.2 needs to be aliased first. Should we mention that in the documentation?",
django/django,20587,charettes,,"Thanks for reviews @shaib, @felixxm and the latest tweaks @jacobtylerwalls 🙇 ",
psf/requests,6876,pszlazak,"@@ -44,6 +44,9 @@ set with `headers=`.
 If credentials for the hostname are found, the request is sent with HTTP Basic
 Auth.
 
+Requests will search for the netrc file at `~/.netrc`, `~/_netrc`, or at the path",This doesn't list the Windows paths or how to disable this altogether. ,
django/django,19713,Antoliny0919,,"Thank you for the review @jacobtylerwalls ! If this gets merged, could you please mention me beforehand? There are some CSS changes, so I'd like to take one more look :)
(I'm a little nervous about how many unexpected regressions might come up 🫠)",
scrapy/scrapy,7263,Kaileshwar16,,"@wRAR, Ive implemented the module-level warnings . However, this is causing 4 failures in tests/test_crawler_subprocess.py, i think these tests fail because they strictly assert that stderr is empty. Should I update these specific tests to filter out these deprecation warnings",
tiangolo/fastapi,14953,tiangolo,,"Hi, same issue here. I rolled back my local FastAPI version and noticed that 0.129.1 breaks our schemas. When generating TS clients from openapi.json, some File arrays are now interpreted as arrays of strings.

It may be related to [this](https://github.com/OpenAPITools/openapi-generator/issues/20115).",
scrapy/scrapy,7134,Cycloctane,,"Hey @Cycloctane, many thanks for the fix. I took the liberty of pushing fix for the ruff complaint and a test for the initially reported decompression bomb. ",
django/django,20837,nessita,,"> @Chadys Would this approach match what you suggested in the forum post? Thanks!

Sorry, my feedback in the forum was just about the local name of the language which was [handled](https://github.com/django/django/pull/20708). I'm not actually fluent in Basque at all, I won't be of much help here. You might be thinking of someone else's feedback?",
psf/requests,6996,abhi-jha,,"Sorry, perhaps I wasn't clear. Let's remove _only_  `flake8` since it's no longer used. We should be leaving `tox`. It is not a core part of the dev cycle, but is still available for developers who want it. Users can install tox if they need it.",
psf/requests,6667,agubelu,,"@cyberw I remember doing some profiling on Windows as well and finding out that it was particularly infamous there, because the certificates were being reloaded not one, but two or three times per request. I don't recall the specific reason since I ran most of the experiments on Linux afterwards, but I think it had to do with the CA store being a folder instead of a bundle file.

In any case, hopefully this mitigates the issue now that it's merged. If not, feel free to ping me and I'll try to follow up with something more specific for Windows.",
scrapy/scrapy,7263,Kaileshwar16,,i am sorry i forgot to stage it,
pallets/flask,5812,davidism,,Would be great if some people could test their apps with this branch. I'll plan to merge it a week from now.,
django/django,20308,VIZZARD-X,,"Sounds good, next step would be adding a regression test.",
django/django,20864,kanin-kearpimy,"@@ -511,6 +511,11 @@ class AllFieldsModel(models.Model):
     gr = GenericRelation(DataModel)
 
 
+class MixedFieldsModel(models.Model):","Having a look around at the other models with a JSONField in this file, they seem to have a ""supports_json_field"" attribute in their `Meta`.",
scrapy/scrapy,7367,albertedwardson,,"## [Codecov](https://app.codecov.io/gh/scrapy/scrapy/pull/7367?dropdown=coverage&src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) Report
:white_check_mark: All modified and coverable lines are covered by tests.
:white_check_mark: Project coverage is 93.16%. Comparing base ([`2ce02d4`](https://app.codecov.io/gh/scrapy/scrapy/commit/2ce02d417a99343f630d97e6bb8def1760df1366?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)) to head ([`d7e095b`](https://app.codecov.io/gh/scrapy/scrapy/commit/d7e095bea73c1b11be752494fd196fb21e157c79?dropdown=coverage&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy)).
:warning: Report is 2 commits behind head on master.
:white_check_mark: All tests successful. No failed tests found.

<details><summary>Additional details and impacted files</summary>



```diff
@@            Coverage Diff             @@
##           master    #7367      +/-   ##
==========================================
- Coverage   93.16%   93.16%   -0.01%     
==========================================
  Files         167      167              
  Lines       12902    12896       -6     
  Branches     1670     1670              
==========================================
- Hits        12020    12014       -6     
  Misses        617      617              
  Partials      265      265              
```

| [Files with missing lines](https://app.codecov.io/gh/scrapy/scrapy/pull/7367?dropdown=coverage&src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy) | Coverage Δ | |
|---|---|---|
| [scrapy/http/request/\_\_init\_\_.py](https://app.codecov.io/gh/scrapy/scrapy/pull/7367?src=pr&el=tree&filepath=scrapy%2Fhttp%2Frequest%2F__init__.py&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=scrapy#diff-c2NyYXB5L2h0dHAvcmVxdWVzdC9fX2luaXRfXy5weQ==) | `97.63% <ø> (-0.11%)` | :arrow_down: |
</details>",
psf/requests,7189,nateprewitt,,Updates should be migrated to pyproject.toml now.,
django/django,20300,charettes,"@@ -703,12 +703,12 @@ def combine_expression(self, connector, sub_expressions):
     def combine_duration_expression(self, connector, sub_expressions):
         return self.combine_expression(connector, sub_expressions)
 
-    def binary_placeholder_sql(self, value):
+    def binary_placeholder_sql(self, value, compiler):",Will need to be mentionned in the release notes.,
tiangolo/fastapi,14953,tiangolo,,"Ah, the thing is that using `bytes` in Query parameters is undefined/not supported, as a URL can't really have pure bytes, they have to be encoded in ASCII.

I also checked with Swagger UI and the behavior is the same with both `""format"": ""binary""` and `""contentMediaType"": ""application/octet-stream""`. In both cases it renders the same and doesn't work.

<img width=""2980"" height=""1248"" alt=""image"" src=""https://github.com/user-attachments/assets/eaa53e49-85d4-4c2f-badc-401b8fe6e5b0"" />",
tiangolo/fastapi,15139,svlandeg,,"## 📝 Docs preview

Last commit cf6054db5b8c1e54fce36cd3f78c08eeded92934 at: https://396957b8.fastapitiangolo.pages.dev",
pandas-dev/pandas,64950,jbrockmendel,,Thanks @jbrockmendel ,
pandas-dev/pandas,61828,eicchen,,and the comment below updated,
pandas-dev/pandas,61828,eicchen,,When i tried this locally i didn't need to modify ArrowEA at all.  What breaks without that change?,
pandas-dev/pandas,64726,jbrockmendel,"@@ -1249,6 +1256,16 @@ def put(
         if format is None:
             format = _global_config[""io""][""hdf""][""default_format""] or ""fixed""
         format = self._validate_format(format)
+        if track_times is lib.no_default:","in that scenario, how would they silence the warning?",
pallets/flask,5485,ThisIzAli2,,"Huh, why wasn't this caught by mypy strict?",
django/django,20027,Eddy-123,"@@ -607,3 +607,31 @@ def setUp(self):
         )
         self.enterContext(feature_patch_1)
         self.enterContext(feature_patch_2)
+
+
+class CompositePKExcludeNoneTests(TestCase):
+    @classmethod
+    def setUpTestData(cls):
+        cls.tenant = Tenant.objects.create()
+        cls.user = User.objects.create(
+            tenant=cls.tenant, id=1, email=""exclude@example.com""
+        )
+        cls.user_pk = cls.user.pk
+        cls.partial_none = (cls.user_pk[0], None)
+        cls.full_none = (None, None)
+
+    def test_filter_pk_in_partial_none(self):
+        qs = User.objects",No need to define this separately. ,
pandas-dev/pandas,64542,natmokval,"@@ -125,7 +125,7 @@ def test_index_ops(func, request):
         expected = expected.astype(""Int64"")
     idx = func(idx)
     view_.iloc[0, 0] = 100
-    tm.assert_index_equal(idx, expected, check_names=False)
+    tm.assert_index_equal(idx, expected, exact=""equiv"", check_names=False)","Yes, sure. I opened the separate PR for the tests. Could you please take a look at #64580?",
pandas-dev/pandas,64942,jorisvandenbossche,,Thanks @jorisvandenbossche ,
django/django,20938,VIZZARD-X,"@@ -173,6 +173,73 @@ Roughly translated, these votes mean:
 Although these votes are informal, they'll be taken very seriously. After a
 suitable voting period, if an obvious consensus arises we'll follow the votes.
 
+.. _testing-pre-releases:
+
+How to test pre-release versions of Django
+==========================================
+
+Testing pre-releases is a great way to contribute to Django. Early testers
+help catch bugs before the final release, ensuring a smoother upgrade
+experience for everyone.
+
+Prerequisites
+~~~~~~~~~~~~~
+
+Before testing a pre-release, it is a reasonable prerequisite that your project
+is running smoothly on the latest stable release of Django. See the
+:doc:`/howto/upgrade-version` guide for instructions on getting your codebase
+up to date.
+
+Installing a pre-release
+~~~~~~~~~~~~~~~~~~~~~~~~
+
+You can install the latest pre-release (Alpha, Beta, or Release Candidate)
+using ``pip``:
+
+.. code-block:: console
+
+    $ python -m pip install --pre Django
+
+Testing your project
+~~~~~~~~~~~~~~~~~~~~
+
+Once installed, run your project's test suite. Rather than just checking
+if tests pass, it is helpful to pay attention to the following:
+
+* **Read the release notes:** Review the :doc:`/releases/index` for the
+  upcoming version to identify any backward-incompatible changes.
+
+* **Enable deprecation warnings:** Run your tests with deprecation warnings
+  enabled to catch features that will be removed in future releases:","I may be mis-interpretting what is meant here, but I think I would do these before testing the latest pre-release. To make sure my project is ready, so they might sit better in the earlier section. ",
django/django,20960,anjaniacatus,,"That link doesn't reveal anything for me, see redbox:
<img width=""1003"" height=""744"" alt=""no-comments"" src=""https://github.com/user-attachments/assets/f6ccc765-e36b-4556-b85d-7cdf90d6f79d"" />

",
psf/requests,6724,nateprewitt,"@@ -90,13 +98,19 @@ def _urllib3_request_context(
     parsed_request_url = urlparse(request.url)
     scheme = parsed_request_url.scheme.lower()
     port = parsed_request_url.port
+
+    # Determine if we have and should use our default SSLContext
+    # to optimize performance on standard requests.
     poolmanager_kwargs = getattr(poolmanager, ""connection_pool_kw"", {})
     has_poolmanager_ssl_context = poolmanager_kwargs.get(""ssl_context"")
+    should_use_default_ssl_context = (
+        _preloaded_ssl_context is not None and not has_poolmanager_ssl_context
+    )
 
     cert_reqs = ""CERT_REQUIRED""
     if verify is False:
         cert_reqs = ""CERT_NONE""
-    elif verify is True and not has_poolmanager_ssl_context:
+    elif verify is True and should_use_default_ssl_context:
         pool_kwargs[""ssl_context""] = _preloaded_ssl_context
     elif isinstance(verify, str):
         if not os.path.isdir(verify):","That seems like a reasonable optimization, I guess we'd need to check how much time we're actually spending on the dir check. I assume we'll get feedback if we have cases where this is a bottleneck.",
scrapy/scrapy,7039,Laerte,"@@ -506,23 +505,23 @@ async def test_download_with_maxsize_per_req(
             await download_request(download_handler, request)
 
     @deferred_f_from_coro_f
-    async def test_download_with_small_maxsize_per_spider(
-        self, mockserver: MockServer, download_handler: DownloadHandlerProtocol
+    async def test_download_with_small_maxsize_via_setting(","[nitpick] The test names changed from `per_spider` to `via_setting`, but these names could be more descriptive. Consider `test_download_maxsize_setting_blocks_small_response` and `test_download_maxsize_setting_allows_large_response` to better convey what each test validates.",
